age,gender,APOE_rs429358,FOXO3_rs2802292,TP53_rs1042522,SIRT1_rs7069102,TERT_rs2736100,exercise_hours_week,diet_quality_score,sleep_hours,stress_level,smoking_pack_years,alcohol_drinks_week,biological_age
49,1,0,1,1,1,2,3.064766868110633,3.558559655226266,4.589802218316706,4.544930691453186,5.820643360978677,2.397136132255918,43.096849750883706
73,0,0,2,1,2,0,7.862636794913295,7.537994532802063,6.44986928153306,7.807135834090868,8.555333454182694,3.5737670182767296,38.24353718846492
51,1,0,1,1,1,2,2.4744106113592474,9.033676191619612,10.0,5.198208762404885,6.381533175029663,1.1596582576823304,20.328659744376786
66,0,1,2,1,1,1,9.214762109893167,7.714530060031125,6.703997720014501,9.917735267796678,7.591464493213982,2.872942675051905,62.78639216801591
52,1,0,1,1,2,0,7.592527137732207,3.630833281478821,5.25989187037666,5.3034896414380555,5.0801541767389065,3.3657946591966468,27.500318684658446
40,0,0,2,1,2,2,1.6956387916424824,6.356523583513252,6.784079745031607,4.242277454281354,6.480597932355824,2.879132655585205,37.73966984279341
39,1,0,2,2,2,1,3.895647065824573,5.381053590962797,7.854089396532068,5.17801143249701,2.8629597578089316,8.404201629416034,28.779312313868374
71,0,0,2,1,2,1,3.145447318991927,4.294354982141989,6.247008572438521,7.188615979279074,6.135650951144214,4.40129708856304,55.53902883198607
75,0,0,2,2,2,1,6.484699275348177,6.170252580931172,5.661051315979983,4.670961371076057,1.6204203066889358,8.215129801271726,42.987015464091606
68,0,0,2,1,2,1,0.7806889786111081,5.86493777319856,10.0,1.0,5.038478602912201,2.859273303380714,55.56466887257991
79,1,1,2,1,2,0,0.8304983068379096,5.534638896081091,7.446356712050653,4.052269026519793,3.709087301023708,5.717474896126022,50.39222406235637
76,1,0,1,1,2,0,2.6819836161264683,7.976222385611501,8.837958680385922,1.0,11.440335809544475,4.25878704184265,31.374039083326107
27,1,0,1,2,1,2,5.059051947957029,8.599735453635267,6.519637485666826,6.031949922432763,5.59238409285494,4.325714291772874,18.0
61,0,0,1,0,2,2,0.34086359825432383,5.353468739353757,9.128076564048577,2.757841940472004,4.539387842773345,8.654479425716309,45.50499796452171
75,1,2,0,2,2,0,10.653408421680924,5.641220440249421,8.088914238819541,5.0946898957752245,1.877644291273677,1.3411500752348708,31.521802020455947
31,0,2,1,2,2,2,2.5515210960307106,5.504933464689894,7.613409787252562,2.0573122939648987,9.931720614675967,4.575369020012184,33.7021680542611
45,1,1,1,1,2,1,0.9106726573196752,7.029861261687421,5.525507484573587,4.8296068475975975,0.2783970766407948,3.8310777834770846,38.764027897755454
33,0,0,1,2,1,0,1.2975594659840863,6.662872914989459,6.117141352279379,5.339698248381296,11.500492526187358,7.60121546989097,34.30366297638224
63,0,0,2,1,1,1,4.782319629831292,4.580830342326843,7.540067351630771,4.011071587642804,5.291829509046156,5.522008334894903,32.38562062735336
42,0,0,2,1,1,1,2.0001863113805447,5.7424863138648465,6.583261227987331,4.909512078730543,1.0504740168787399,5.247606334653627,26.34959386806115
28,1,0,1,2,2,1,4.985740995835053,3.0061254335292977,7.447048537825193,1.633131314000289,11.66498967248376,4.114545932230994,18.0
49,1,0,1,2,1,2,3.3369128756999533,2.857100766827108,6.42786155879745,5.089821765508978,1.9752524984836204,8.156111582261275,28.76706465139441
38,1,1,1,2,1,0,12.038036341336602,3.638393836705765,7.505795989819609,3.723110634318055,0.9212526598600796,9.721996212473321,18.0
74,0,1,1,2,2,1,1.7117933746782255,5.4971589743213976,6.21369899819543,5.17710993220242,1.9220373845079246,2.814075063363161,52.98812707931215
33,0,1,2,2,2,1,6.108788658564179,7.22241779410958,7.540314377356087,4.759208399604743,16.23024964162965,4.0269129724375325,29.95123453591076
50,1,0,1,2,1,2,4.251973007651032,4.435048147805528,5.789785504596955,4.521573528432474,6.9869484221299185,13.177090298156712,39.32413125065554
77,1,1,1,0,2,0,0.8840104141678597,5.7477822304074,6.588641904484143,4.105298942456135,12.432126942712731,1.0436871860465189,54.86500278885814
26,1,0,2,2,1,1,1.8642785086479718,6.437432835588202,6.741993085167565,5.5470687844014535,1.7753242768403819,3.348787073405486,26.057699075933023
44,0,0,2,2,1,2,3.171354708010989,9.071966455274621,5.917814660360501,8.334514029643914,0.43018260246185613,0.6870543934272544,37.824838590331915
52,0,1,0,0,1,1,5.418589917305718,6.111679556016475,6.229915053290034,4.733262023407788,4.136310596385727,4.888473967414326,30.969502307419866
71,0,0,2,1,2,1,10.068563202587136,6.200857881672089,7.336069168111483,6.081289753074253,3.298569501147128,1.847991138295431,28.07657434853575
31,0,0,1,0,2,2,3.2711825967970425,4.789367999843081,7.849411873133266,8.12974341421446,6.375639770402377,1.8636711020972918,33.899496780731965
68,0,0,1,2,2,0,0.5759616689377799,9.673387662172058,7.300860111889771,5.80513074446138,3.9118068798059924,0.7417399159386805,30.46309529373406
32,1,1,0,2,2,2,0.5742480038867569,7.529148172230889,7.608111888896589,6.508861759992664,2.5247709344845055,3.7771714035868302,36.121118888072935
71,0,1,1,2,1,1,1.9965933405489504,3.777763718895662,7.102966226340069,3.2853232413144533,0.02348433554886991,5.832144553962384,50.95981161645602
59,0,0,1,1,1,0,6.376308579030338,8.996089135147066,6.166124946961935,5.72394128681796,3.1531775455293145,1.0854991211754559,18.0
38,0,1,1,2,2,0,3.5521724812766684,7.433580050003181,4.927770027612926,5.704184279249697,0.6428205804200992,0.7896625356642316,37.64598246455263
41,0,0,2,1,1,0,2.352993269775004,6.467921139648883,6.364542384701438,8.553186219567362,12.755302973852963,5.4477372721306185,46.95752515332382
60,0,0,2,2,2,0,6.602373776481972,7.320626429030858,6.8540541342809576,2.505201851256051,12.736442644688209,6.183059339127825,26.549418148270707
74,1,1,1,2,2,1,6.416792536775134,8.271662901139933,6.246645577168561,9.347126901780324,8.139257212987474,6.74613376875122,55.4607547410746
64,0,1,0,2,2,0,2.919746988900789,4.493963346805158,8.863430198010002,7.299418047633591,0.8590846261477505,2.4967155262788516,51.27471749659837
28,0,2,2,2,1,2,3.6436151377676818,5.22074179940353,7.331675436918926,6.931268534098073,0.7975514982897679,2.113333341654614,33.240466976076775
26,0,0,0,2,1,1,1.8783087514095307,5.9231501821886345,6.890175613722413,2.7026360525498925,4.1426612652871935,6.899852336853435,18.0
30,1,1,2,0,2,1,9.56104743761171,3.519987942628133,7.656484892622582,3.1902359525158097,6.499881889167004,2.7150664329044845,18.0
78,1,1,1,1,2,1,9.587091479371635,7.458763470096067,9.426948166023978,6.250056759943551,11.745201578743213,4.3731341210531385,44.435067745283845
66,1,2,1,2,1,1,3.032830995219637,5.449100973309321,6.662146776599836,1.0,11.223202671700461,1.4583418554226961,41.79016042524924
28,0,0,1,1,2,1,2.20845753760437,5.228646435795669,5.842909180350352,1.9890055640621909,0.8440319817326081,1.639368762010358,22.8527959075107
78,1,1,0,1,1,0,4.514321227001301,4.714070756108513,7.386215495068451,6.591960542216166,26.989528506949622,8.148564792471095,61.24336563536525
53,0,0,1,2,1,2,4.722540746592677,5.931890001273065,5.620851419477701,7.380254204336982,0.8527405722761412,3.6677598807321896,50.29092522501549
42,0,0,0,1,2,1,4.761420511251452,6.311528149398022,5.855969623753012,9.284418294155504,9.166604012734602,1.3974818919585714,56.271897066548746
50,1,0,1,1,2,0,2.1455972586143632,7.992101221386255,8.708805797831161,4.33136993853053,4.4208793464690865,5.310090583792872,25.045483042806264
68,0,0,1,2,2,1,6.328606379680753,8.048292939175976,8.554969446658063,3.2665796880473232,5.670469004926854,0.8417573625261433,21.598769570857037
58,0,0,1,1,2,1,2.038019650430026,3.732655238697477,7.780290154168664,3.464198550126381,4.631349002251753,1.221288912576369,35.89120101498705
34,0,2,1,0,0,1,2.890940097366639,6.921100535695279,7.46784620353802,5.903863552038864,10.188889935037293,2.550914465061107,39.00167577222315
60,1,0,1,0,2,2,1.611340388439145,8.459805270436473,5.534790784930119,4.5984283626364615,5.068107892091391,4.44690884757833,29.846134209144765
38,0,1,0,2,1,1,10.669047042854997,5.554759397414262,6.029623000887464,2.2904251354000413,9.441257844986508,2.383548841410974,20.268088399619355
55,0,0,0,2,2,1,1.4965151207614718,5.6601038974813225,8.587630512848403,6.04951340710717,0.8383548852375275,2.74602717927015,42.34562608144284
72,1,0,0,2,2,1,1.7689957914758045,5.206468019366844,6.391693502936961,2.9484351564579363,10.076017731462963,3.890411720064526,43.90601562026851
39,0,0,2,1,1,2,7.345748593543888,7.076435623501305,6.040092566010461,6.489528177085046,24.7759937747154,5.592735132622714,46.60942404139349
32,0,0,1,2,2,1,8.887850300740785,6.574680314993122,6.7720725503534505,6.412411272235314,5.416256303354094,10.943750940306815,28.628917987118864
38,1,0,2,2,2,1,4.332083775647509,7.959293728590911,7.69244607579818,4.406378210022197,18.724309003549084,0.3299361757733211,26.881435150079163
47,0,0,1,2,2,1,0.9880929923568693,5.7776052922161405,6.750999259282862,5.571075905281669,1.2415603045450938,2.786976861922971,33.18007655436878
64,0,0,1,2,2,1,3.589834898564112,8.51999721575296,6.786417181251136,4.416457369463545,8.838743845819764,1.9398279109068115,27.93391319747955
45,0,0,1,1,1,0,0.9029076532263322,7.195018718546724,4.386313969584275,4.8584435069671805,0.9259101203808834,9.5247262305939,48.067996546515545
40,0,0,2,1,1,0,5.860586592887556,8.35267934569338,6.915024995402742,2.4375353100332133,3.6277606085621765,5.816848565443677,18.0
69,0,0,1,1,1,2,2.4657757400041187,4.808314850026173,8.196898631741002,1.0,5.453741328580204,10.276809917620296,38.0499558128086
42,1,0,0,1,1,1,1.5712346352737192,9.135299500922947,6.917684342480458,4.748300016688996,5.397906440489737,9.325657665003774,18.0
71,1,2,1,2,2,1,4.184138759305042,4.889030063328027,9.483924237227852,3.011290237547287,5.556374741867672,2.0105306842134443,50.361525572376316
77,1,1,1,2,2,1,9.48011285359456,4.982728461211554,6.133222772322313,3.2899990969210737,1.9351162446010801,13.565435907537097,36.340819593154194
48,1,1,1,2,2,1,7.469116222829658,5.212683853203568,6.412578248652934,3.170317261572802,18.194944146574123,4.1378549690346285,31.557656257637234
50,0,0,2,1,2,0,1.5416717677272649,4.999381461291247,6.195367609945493,6.901717933993294,0.032872795605467076,3.3299411926767437,42.78135493818902
49,0,1,1,0,2,0,2.959281511821171,9.787106282363688,6.161837936574518,7.151572162211304,4.851074903956539,0.423541385179816,19.543792000863895
69,0,1,1,0,1,2,0.43183367294765657,7.04364144990045,7.644308971265196,5.682238248232484,10.053673080532509,5.327642892209971,45.84508656928102
65,0,1,1,1,2,1,8.247989267314983,6.99175965786267,6.670111761091658,4.346495737065135,11.087232579104288,3.4633504258453103,28.892953961497366
53,0,0,2,1,2,1,2.3914446817727457,2.2169709565521556,9.333210909769106,5.661722632395247,6.36849760721641,6.959194411313796,46.00902948903896
39,1,1,2,2,2,2,0.9298492173322419,8.570979287250134,7.296614580142045,7.196409190774862,4.276121679736313,1.0996493344628093,27.930809556932445
69,1,1,1,0,1,1,4.803004658584838,3.923076794426322,5.953625482470575,8.322937681804866,3.0563159753914433,2.352524493404521,57.204317700245085
25,0,0,2,2,2,0,6.337029393812934,5.927292257431832,5.808864759423152,3.4879751822298153,2.984786892458873,1.957614465297874,19.06596713283383
49,0,1,2,1,1,0,2.1065815019597443,4.591617311054602,9.000029938333462,1.9630868706242666,2.767788277683062,12.449075002113588,40.23852837415131
31,0,0,1,2,2,1,1.8028471595756377,6.479321058565595,7.264863319733438,5.619363966926728,6.018075130921988,3.0694335184521213,25.10651274403071
33,1,0,1,2,2,2,2.3615134138799245,9.068122419740828,8.566287614720682,1.4092088310465045,6.569095339855744,1.0996010379939745,18.0
48,0,0,2,1,1,0,3.5103536172161163,4.077155596868624,7.083408173490273,5.553899601549862,3.6155825280348752,0.18567410946289914,26.38806525732839
25,0,1,1,2,2,0,3.7575317654432583,4.5621144596765495,7.019052614022279,5.445503598344034,6.751003528325462,5.671372567789318,25.548345231671657
68,0,0,0,2,2,2,3.4236701917199985,6.279162957272559,8.607735425628283,4.734099375179294,3.758705634080399,6.264785256300392,41.21780917521815
32,1,0,2,2,2,0,7.6624889704553425,9.139998749061547,7.447351116330967,8.58007405954783,0.5121114215638649,1.2679880100055945,18.0
48,0,0,0,2,2,1,2.062617319290859,5.150773165986723,7.434141504207276,5.154189282396432,9.539727498145801,3.3144381679162103,26.03501544713599
35,1,0,2,0,1,0,1.7235923618634572,4.567545939303968,6.513670429367199,6.1057369456827875,10.219617299900555,9.359655467698675,31.63325270282307
75,1,0,2,2,2,1,1.6749968704567861,6.327811220713634,8.04570358434378,7.313413194179747,1.5493740472125752,4.056750043746879,49.94142876694164
41,1,1,2,2,2,1,7.490227558876188,6.014971873469711,6.910884443483597,4.860891136109337,7.71903309742525,4.053789042318918,24.928307849947178
32,1,1,0,1,1,0,9.815380777638975,3.950022277524109,6.333916453035752,4.211312142056527,3.578712706668604,1.9172732315970484,18.0
59,1,0,1,1,2,1,3.766499212649927,5.189339160374366,9.582983893113235,4.272966946512616,0.662101080327193,5.352881231953568,34.39216589049024
59,1,0,1,2,2,1,6.548578621732375,2.064083772979232,6.640469561947132,5.844161042581223,2.5374783356277493,5.683719036161448,41.05698656127991
57,0,0,1,1,1,1,4.489211979371493,5.939172391476153,6.051564280713075,5.643632276754108,0.39820371635932594,1.8204280679799976,36.41866210637156
29,0,1,0,2,1,1,10.774959558880372,3.5081213550824675,8.364914706959063,8.423894361345312,7.71981935872655,2.511559452503025,36.468509557229964
66,0,0,1,2,0,1,3.773899597775014,10.0,7.814469634048271,3.730480917525149,1.0922321427723691,6.388331949666201,18.0
63,1,0,1,2,2,1,2.0742848700577445,7.109670269559965,6.2045391978903615,4.529285790279618,0.8979777852189429,3.9408143432719394,26.7189310398793
65,0,0,0,1,2,1,1.8120829535489777,6.50754537334525,6.905378525541559,6.9087405945753,1.16936472693323,4.090491530294431,33.27245986745787
52,1,1,1,1,1,1,5.80432203615216,7.053906623146778,7.802709606428249,6.313017131482243,1.2817634341271256,1.3207810584718376,29.796300074676257
31,1,1,2,0,2,1,4.536109430565788,5.017280527710844,7.253562714518887,4.88615553232477,5.603556122177663,2.7934516883416105,21.718417452430007
33,1,1,2,2,0,1,8.930594900353544,5.7156393356550605,7.943194410493656,4.609169486264412,5.088863091707952,2.557680108858338,20.39891226377131
32,0,1,2,2,2,0,5.229187187907209,7.010785468975158,6.992098117685515,3.996981536334103,0.6924992843428681,7.958714851522007,18.087213730400936
36,1,0,1,2,2,0,4.918499451883221,4.048228913090956,7.981695583736565,3.1912611858439393,6.444371790110457,1.5780891922454001,19.930159969102988
58,1,0,2,2,2,0,0.7664668657401985,7.3662013951320375,6.629292534702509,4.950422473560844,2.146666782539248,4.698315138122172,39.281880171577534
57,0,0,2,1,0,2,4.06526620669666,10.0,6.22486991621285,6.167947770111323,3.0575846442328567,10.039287810958989,18.0
72,0,0,1,0,2,1,8.637924900972077,3.0402031841630004,8.263606307774927,5.739201284287985,0.6668567975497265,4.509823135482595,30.51891618228398
79,1,0,0,2,2,1,3.307862026904734,7.0655532183560945,7.349300858904944,4.835279591635677,6.165739030829485,4.874475481977655,30.963701746825357
47,1,0,1,1,2,0,1.236856084854536,4.363112867609079,7.824354527481693,5.636891112985275,2.359804895666392,4.216489691001562,29.70309754724799
48,0,0,1,1,2,0,1.527684480987394,7.381892105883898,8.469197118614083,3.0931280171587607,5.000122928272283,3.978894119375889,26.17305855287052
61,0,2,1,1,1,2,3.5931174576284604,6.6778078615522025,6.3129177974343875,6.133726020375873,2.7862761470089543,5.082222622912205,42.91249880171868
59,0,1,1,0,2,2,8.175629631724076,9.759211588158287,7.63885303394277,2.136591036174002,0.25051633299344406,1.3153471549388578,18.0
68,1,1,2,1,2,0,2.2769732978327735,9.40308160064153,9.783990425503104,5.509939162032271,6.078364350610986,3.8913268766775735,28.303206222523656
64,0,1,1,2,2,2,0.3141693931612768,3.103811781837859,6.8078412572205025,6.183051665412633,4.020484883108374,2.0468172203021164,54.96549830542973
46,0,0,0,2,2,1,3.682642063383341,7.528482179824712,5.552329403859125,5.2096970582169995,2.8479700939814077,2.7066128752255363,32.86317908119908
51,0,1,2,2,2,1,3.8802426557026948,7.49415148447224,7.986450185097446,5.012973627097342,1.1254271195688763,9.243956470673758,30.966057061654
59,1,0,1,2,1,1,2.9459918412167654,8.377834296463304,5.002259824472836,2.8823728464641887,4.895396789118175,2.5574513511117605,24.023260974649098
25,0,1,2,2,1,1,5.196659286778362,6.944829062154015,5.682825329335751,4.912293743869983,1.6092800053631207,1.4123390824174793,24.158164295057507
59,0,0,0,2,1,2,0.9859507883588544,7.193042963167622,7.007459835224589,8.964663675697945,2.803356837294433,6.850112475051019,55.0424764587924
61,0,2,2,1,1,0,3.2500545012520217,3.9347993818086424,6.965496265645615,4.8642514293144785,0.29071585971588704,10.075914217937857,43.990774087450795
71,0,0,0,2,2,1,2.339864088919878,6.843918702763067,7.225862870429154,4.447355242340211,7.497237069828636,4.160687263007313,35.49039213737043
38,0,0,1,1,2,1,0.3960232132526657,5.566844556006074,9.648258947730204,1.7675107911021062,0.47175715105798327,10.27227090044505,38.66839062214887
27,1,2,0,1,2,1,5.317347010040842,7.367263554552781,7.101535673346754,5.73064015044334,11.074684951280904,3.209768230351738,26.72304417007151
25,1,0,2,1,2,1,4.333223359296173,5.8109687696772605,6.30715970750442,5.875017025672703,10.108679774085513,5.994495716788658,25.290665391327767
29,1,1,2,2,2,1,1.8532079062458355,6.89440178288525,6.230630515005937,4.048260216173172,17.71782561194335,3.7777563791376614,31.934823912626694
50,0,1,1,1,1,1,5.020868061252099,7.232261281182419,6.452679679721344,4.51064696299711,11.9538717882841,2.89595415955173,21.26942008091668
79,1,1,2,1,2,1,1.9040849684405985,7.269977190993451,5.5435598501325805,2.341197730970896,17.773081134587297,3.041802070702495,47.427257400012074
38,1,2,1,1,1,1,2.1572134808697134,4.512404489848827,7.672066641318986,5.246614125832004,10.914075459960728,5.16244264342539,41.05781460974879
63,1,2,1,2,2,1,3.355293017883971,10.0,7.362042342265684,5.994468987138073,0.5967822675103811,8.342691845394057,22.40943453604248
51,0,0,2,2,1,1,8.13216533538037,6.507758794436412,7.5601172115291435,1.0,2.878437547172344,7.744390607769087,18.0
33,0,1,1,2,0,0,2.3734830614191025,7.263489614172414,7.9608175448443115,4.926443907365049,0.3960622219983374,1.5831491517716514,21.930931954762784
39,1,1,1,1,2,1,9.941408266363883,6.118002994204168,7.743125161306681,8.460725923144038,3.94056737097219,4.444278649291056,26.788961996499207
39,1,1,2,1,2,0,5.65943618669133,3.7835352744786444,5.342233242382671,5.30109406712738,3.772525946910847,1.265356994975033,28.71944995840251
50,0,0,2,2,2,0,3.2060427850286457,7.565745449304792,6.6625266241335925,5.983752115689669,12.766678694340872,3.608306710328437,34.68377905556951
66,0,1,2,1,2,0,9.155515421115458,6.536711649245814,6.7119486169937,7.117395030889671,17.482170764777003,9.486609985909656,52.7559963405698
37,1,2,2,2,2,0,5.640160865414962,7.777630921848081,8.652709308783912,6.137230242755778,1.5031209531601872,12.370996471163739,36.15287799092206
75,0,2,0,2,2,1,4.751903339505639,4.670217571701758,8.758132741987687,4.282465067037209,4.365112855443202,4.39391761229003,42.69607335593954
56,1,0,2,2,2,2,1.735932997491024,5.335395665325601,6.488777168666706,1.761327984673775,3.1222284610322024,0.29904708657409185,31.564766374302543
63,0,0,1,2,2,0,1.825297238647968,6.535708238999038,5.810463767670621,10.0,3.9563936054607094,2.631189639723129,81.17980449852284
73,1,0,2,1,1,2,1.8783948594539217,6.096512144725131,7.190233529002787,6.491867337373215,3.7935307918810253,2.870970238518489,45.791135256724935
76,1,1,1,1,1,0,3.086261596573243,5.427674303163198,6.61754659967393,6.688163261382597,12.274278243634274,1.4654804881722479,45.027904606435655
56,0,1,1,2,1,1,12.365476446686852,6.537692592418249,6.899728588181568,7.080762108372657,11.322872445768885,7.041919630716185,39.448423913321186
28,1,0,1,1,2,1,3.3644797693286894,8.859604915850753,8.458721619379633,7.238276611022524,0.6547404151465017,4.5363072317143445,18.0
54,1,0,1,1,2,2,5.362086457024305,6.91568370143921,7.322650014681722,6.590953044836232,2.1164413440972454,6.5902984452086475,26.58842512830441
61,1,0,0,1,1,0,4.328504270845385,8.346032849096815,6.424178965784109,5.057434264155143,6.987283617507395,8.2992773281395,18.0
47,0,0,2,1,2,1,3.648574027861916,5.664301649455911,6.20939655494039,4.3605842358271865,5.759861309462279,1.2599949407534927,36.95819824797566
63,0,2,2,1,2,0,6.843197100895018,6.109061090691719,5.276763217457808,6.464182360595668,4.987403010314345,12.851686523796523,61.64764994476392
69,0,1,0,0,2,1,2.0934933136982883,6.486243678882477,7.6748865494829985,5.290266661857407,25.42445016303806,2.7656633600004144,54.63848656470081
39,1,0,2,2,2,2,9.26430506649078,5.111043580210425,7.338622015267217,5.226133320168858,2.0544117040019896,5.0288006734511335,18.0
67,0,0,1,2,2,2,1.949252289167958,6.503170152596335,7.6762012549447185,6.970995209325984,3.6205965749792286,5.07128157676116,49.1242990110474
53,1,0,1,2,2,1,4.980705660346668,9.135638562391403,6.979856373351316,9.193655398914785,19.35209616318675,2.357940332641871,39.92259100838351
60,1,2,1,2,2,1,0.6377555454188775,9.488708235465056,5.732532386110951,3.117758025570246,5.94627946655883,1.213152468709138,34.63657336562147
37,0,0,2,1,1,2,2.5252143373058185,8.750470097682054,7.066828545087058,5.960209777670576,5.230292823450887,7.68223413159917,21.542551781664947
56,0,0,2,1,1,1,11.768753212671715,6.611376106848846,8.367387460060218,2.9881205388297714,0.8405978607684296,0.4585682893284765,18.0
31,1,0,1,1,2,0,0.15039527050431617,4.561724274179166,7.069894998272599,5.390792351497057,1.4161725771982792,2.1401848598445437,29.49954169946482
75,1,1,1,2,2,2,1.041722139886951,10.0,8.971224879040529,1.6376363750689857,2.3698429115620887,5.115102982302872,20.478745676001537
46,0,1,0,2,2,1,3.702557857978665,4.97225906432808,7.302699875454211,3.6054650456920694,3.126013896019624,7.762606299471024,31.588067694488398
52,0,1,1,1,2,0,5.455625135913734,9.048796679015267,9.361229843070971,5.0411430041859635,3.4379158391884834,4.787412742208257,18.0
26,0,0,1,1,2,0,1.2561910587852614,6.731963559411289,9.458799810579936,7.139598817544517,11.620942957340688,6.4618001262430464,40.59035694381309
66,1,0,1,2,1,1,3.9190051940745105,3.9340717757490036,5.922890601850047,2.039282147112996,0.5670305614920733,1.1549869489410076,45.53788153485096
69,1,0,2,2,2,1,1.2946749633655055,3.03634208564518,6.223952493471514,5.866960561095157,1.4274395406304494,1.249512673803081,48.60462082300017
77,1,1,2,2,2,0,4.93708139956797,8.780902417165295,6.451536437112462,4.928535382209858,0.775285973638049,1.9181618783822394,18.12382314730086
30,1,0,1,1,2,1,9.12381815198869,4.851494458921238,4.950462097922158,7.927239323582681,6.645993454911308,2.62559556759897,35.991615082431196
52,1,0,1,1,2,2,4.476683580519354,3.480076342227992,7.556757396451913,4.191346032168664,17.630369017174726,5.839128981428688,37.25299037152649
52,0,1,2,2,0,2,2.736933690828115,5.4624423277354435,7.52392475108794,5.868382303501553,11.219732369301935,0.5792410127854208,40.27535097277274
